                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                    inf,                0.19602,                0.79601,                0.99738,                0.99371,                0.99456,                0.99191,                0.10166,                0.25605,                0.72715,               0.008317,               0.008317,               0.008317
                     20,                0.18817,                0.19364,                0.79501,                0.99739,                0.99403,                0.99446,                0.99201,                0.09882,                0.20243,                0.72642,               0.008218,               0.008218,               0.008218
                     21,                0.18512,                0.19224,                0.79502,                0.99734,                0.99467,                0.99449,                0.99249,                0.09723,                0.31532,                0.72648,               0.008119,               0.008119,               0.008119
                     22,                0.18363,                 0.1894,                0.79446,                0.99711,                0.99485,                0.99447,                0.99247,                0.09623,                 0.3064,                0.72623,                0.00802,                0.00802,                0.00802
                     23,                0.18026,                0.18814,                0.79401,                0.99732,                0.99494,                 0.9945,                0.99186,                 0.0946,                0.31779,                0.72572,               0.007921,               0.007921,               0.007921
                     24,                0.17888,                0.18581,                0.79336,                0.99726,                0.99589,                0.99454,                0.99227,                0.09394,                0.29375,                0.72568,               0.007822,               0.007822,               0.007822
                     25,                    inf,                0.18518,                0.79367,                0.99732,                0.99508,                0.99453,                0.99215,                0.09361,                0.25217,                0.72561,               0.007723,               0.007723,               0.007723
                     26,                    inf,                0.18244,                0.79289,                 0.9976,                0.99478,                0.99441,                0.99232,                0.09246,                0.27156,                0.72528,               0.007624,               0.007624,               0.007624
                     27,                    inf,                  0.182,                0.79206,                 0.9966,                0.99483,                0.99441,                0.99213,                 0.0916,                0.30879,                0.72512,               0.007525,               0.007525,               0.007525
                     28,                0.17147,                0.18185,                0.79172,                0.99771,                0.99535,                0.99446,                 0.9925,                0.09084,                0.21563,                0.72486,               0.007426,               0.007426,               0.007426
                     29,                0.17003,                0.18086,                 0.7915,                0.99729,                0.99566,                0.99443,                0.99247,                0.09023,                0.17717,                 0.7248,               0.007327,               0.007327,               0.007327
                     30,                0.16825,                0.17977,                0.79149,                0.99745,                0.99586,                0.99446,                 0.9923,                0.08999,                0.17171,                0.72468,               0.007228,               0.007228,               0.007228
                     31,                 0.1665,                0.17936,                0.79054,                0.99776,                0.99584,                0.99453,                0.99276,                0.08889,                0.24169,                0.72455,               0.007129,               0.007129,               0.007129
                     32,                    inf,                0.17741,                0.79059,                0.99797,                0.99589,                0.99449,                0.99274,                0.08866,                0.26246,                0.72449,                0.00703,                0.00703,                0.00703
                     33,                0.16407,                0.17641,                0.79015,                 0.9978,                0.99617,                0.99444,                0.99262,                0.08822,                0.25789,                0.72438,               0.006931,               0.006931,               0.006931
                     34,                0.16265,                0.17502,                0.79056,                 0.9978,                0.99602,                0.99448,                0.99276,                0.08825,                 0.3533,                0.72437,               0.006832,               0.006832,               0.006832
                     35,                0.16255,                  0.174,                0.79027,                0.99773,                0.99589,                0.99451,                0.99267,                0.08819,                0.29774,                0.72432,               0.006733,               0.006733,               0.006733
                     36,                    inf,                0.17441,                0.78961,                0.99776,                0.99593,                0.99455,                0.99277,                0.08822,                 0.2804,                0.72428,               0.006634,               0.006634,               0.006634
                     37,                0.15965,                0.17321,                0.78972,                 0.9977,                0.99624,                0.99455,                0.99282,                0.08765,                0.29677,                0.72422,               0.006535,               0.006535,               0.006535
                     38,                0.15848,                0.17266,                0.78943,                  0.998,                0.99624,                0.99453,                0.99271,                0.08713,                0.29961,                0.72411,               0.006436,               0.006436,               0.006436
                     39,                0.15747,                0.17167,                0.79005,                0.99798,                0.99595,                0.99455,                0.99266,                0.08672,                0.26959,                0.72399,               0.006337,               0.006337,               0.006337
                     40,                0.15666,                0.17162,                0.78897,                0.99768,                0.99598,                0.99452,                0.99265,                0.08612,                0.23586,                0.72384,               0.006238,               0.006238,               0.006238
                     41,                    inf,                0.17122,                0.78911,                0.99772,                0.99615,                0.99452,                0.99277,                0.08567,                0.22546,                0.72377,               0.006139,               0.006139,               0.006139
                     42,                0.15409,                0.16939,                0.78874,                0.99759,                0.99628,                0.99451,                0.99269,                0.08543,                0.23262,                0.72371,                0.00604,                0.00604,                0.00604
                     43,                    inf,                0.16847,                0.78864,                0.99759,                0.99629,                0.99453,                0.99275,                0.08536,                0.23322,                0.72367,               0.005941,               0.005941,               0.005941
                     44,                    inf,                0.16805,                0.78829,                0.99759,                0.99635,                0.99455,                0.99279,                0.08509,                0.24831,                0.72362,               0.005842,               0.005842,               0.005842
                     45,                0.15154,                0.16865,                0.78848,                0.99765,                0.99648,                0.99456,                0.99278,                 0.0851,                 0.2424,                0.72358,               0.005743,               0.005743,               0.005743
                     46,                0.15063,                0.16664,                0.78831,                0.99761,                0.99647,                0.99458,                0.99284,                0.08497,                0.24504,                0.72357,               0.005644,               0.005644,               0.005644
                     47,                0.14948,                0.16647,                0.78807,                0.99749,                0.99662,                0.99458,                0.99284,                0.08492,                 0.2306,                0.72357,               0.005545,               0.005545,               0.005545
                     48,                0.14881,                0.16599,                 0.7875,                0.99745,                0.99668,                0.99455,                0.99283,                0.08487,                 0.2278,                0.72357,               0.005446,               0.005446,               0.005446
                     49,                    inf,                0.16601,                0.78731,                0.99743,                0.99673,                0.99453,                0.99281,                0.08475,                0.22017,                0.72357,               0.005347,               0.005347,               0.005347
                     50,                    inf,                 0.1659,                0.78809,                0.99739,                0.99659,                 0.9945,                0.99272,                0.08463,                0.20964,                0.72359,               0.005248,               0.005248,               0.005248
                     51,                    inf,                0.16724,                0.78795,                0.99729,                 0.9967,                0.99453,                0.99277,                0.08464,                0.15005,                0.72362,               0.005149,               0.005149,               0.005149
                     52,                0.16442,                0.17805,                0.79073,                 0.9974,                0.99612,                0.99465,                0.99264,                 0.0964,                0.12266,                0.72588,                0.00505,                0.00505,                0.00505
                     53,                0.17199,                0.18577,                0.79188,                 0.9949,                 0.9955,                0.99481,                0.97869,                0.21742,                0.29731,                0.74954,               0.004951,               0.004951,               0.004951
                     54,                0.17041,                0.18626,                 0.7914,                0.99629,                0.89375,                0.95666,                0.82433,                0.66941,                 1.0663,                 1.0277,               0.004852,               0.004852,               0.004852
                     55,                0.17285,                0.18786,                0.79186,                0.92712,                  0.813,                0.89605,                0.78576,                0.80445,                 2.8475,                 1.1006,               0.004753,               0.004753,               0.004753
                     56,                    inf,                0.20988,                0.79707,                    0.1,                  3e-05,                0.05001,                0.04501,                 2.4881,                 7.5911,                 2.9162,               0.004654,               0.004654,               0.004654
                     57,                0.26102,                0.27134,                0.81066,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.2152,                 8.0793,                  2.351,               0.004555,               0.004555,               0.004555
                     58,                0.24936,                0.27091,                0.80776,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.1986,                 8.2568,                 2.7788,               0.004456,               0.004456,               0.004456
                     59,                 0.2762,                0.29695,                0.81427,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.2404,                 7.9802,                 2.8855,               0.004357,               0.004357,               0.004357
                     60,                0.23726,                0.26231,                0.80268,                    0.1,                  3e-05,                0.05001,                0.04501,                  3.229,                  7.758,                 2.6812,               0.004258,               0.004258,               0.004258
                     61,                0.29042,                0.30343,                0.81898,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.1803,                 7.7384,                 2.5217,               0.004159,               0.004159,               0.004159
                     62,                0.28945,                0.30262,                0.81826,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.1888,                 7.6081,                 2.4008,                0.00406,                0.00406,                0.00406
                     63,                 0.2541,                0.26615,                 0.8072,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.1923,                 7.5822,                 2.4107,               0.003961,               0.003961,               0.003961
                     64,                0.24151,                0.25768,                0.80459,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.1952,                 7.5858,                 2.3859,               0.003862,               0.003862,               0.003862
                     65,                0.23723,                0.25594,                0.80328,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.2048,                  7.555,                 2.2726,               0.003763,               0.003763,               0.003763
                     66,                0.23407,                0.25452,                 0.8027,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.2195,                 7.5248,                 2.1519,               0.003664,               0.003664,               0.003664
                     67,                0.23243,                0.25357,                0.80275,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.2306,                  7.514,                 2.0643,               0.003565,               0.003565,               0.003565
                     68,                0.22795,                0.24898,                0.80145,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.2418,                 7.5089,                 2.0065,               0.003466,               0.003466,               0.003466
                     69,                0.21908,                0.23795,                0.79968,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.2551,                 7.5018,                 1.9711,               0.003367,               0.003367,               0.003367
                     70,                0.21529,                0.23537,                0.79866,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.2712,                 7.4969,                 1.9498,               0.003268,               0.003268,               0.003268
                     71,                0.21043,                0.22975,                0.79758,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.2874,                  7.491,                 1.9376,               0.003169,               0.003169,               0.003169
                     72,                0.20884,                 0.2286,                 0.7973,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3049,                 7.4859,                 1.9337,                0.00307,                0.00307,                0.00307
                     73,                0.20567,                0.22492,                0.79703,                    0.1,                  3e-05,                0.05001,                0.04501,                  3.324,                 7.4808,                 1.9318,               0.002971,               0.002971,               0.002971
                     74,                0.20341,                0.22173,                0.79629,                    0.1,                  3e-05,                0.05001,                0.04501,                  3.322,                 7.4643,                 1.9173,               0.002872,               0.002872,               0.002872
                     75,                0.20113,                0.21924,                0.79655,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3173,                  7.457,                  1.907,               0.002773,               0.002773,               0.002773
                     76,                0.19797,                0.21571,                0.79552,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3199,                 7.4541,                  1.903,               0.002674,               0.002674,               0.002674
                     77,                0.19482,                 0.2136,                 0.7951,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3233,                 7.4502,                    1.9,               0.002575,               0.002575,               0.002575
                     78,                0.19135,                 0.2111,                 0.7939,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3228,                 7.4454,                 1.8965,               0.002476,               0.002476,               0.002476
                     79,                0.19049,                 0.2111,                0.79391,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3224,                 7.4376,                 1.8946,               0.002377,               0.002377,               0.002377
                     80,                0.18826,                0.20735,                0.79352,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3204,                 7.4294,                 1.8929,               0.002278,               0.002278,               0.002278
                     81,                0.18663,                0.20492,                0.79263,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3198,                 7.4176,                  1.894,               0.002179,               0.002179,               0.002179
                     82,                    inf,                0.20379,                0.79328,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3173,                 7.4051,                 1.8968,                0.00208,                0.00208,                0.00208
                     83,                0.18274,                0.20258,                0.79267,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3173,                 7.3898,                 1.9002,               0.001981,               0.001981,               0.001981
                     84,                 0.1825,                0.20341,                0.79275,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3174,                 7.3715,                 1.9039,               0.001882,               0.001882,               0.001882
                     85,                0.18016,                0.20221,                 0.7921,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3188,                 7.3568,                 1.9097,               0.001783,               0.001783,               0.001783
                     86,                0.17846,                0.20005,                 0.7919,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3211,                 7.3465,                 1.9183,               0.001684,               0.001684,               0.001684
                     87,                0.17693,                0.19909,                0.79141,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3235,                 7.3386,                 1.9269,               0.001585,               0.001585,               0.001585
                     88,                0.17621,                0.19869,                0.79126,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3264,                 7.3319,                 1.9377,               0.001486,               0.001486,               0.001486
                     89,                 0.1745,                0.19537,                0.79131,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3248,                 7.3259,                 1.9487,               0.001387,               0.001387,               0.001387
                     90,                0.17275,                0.19437,                0.79072,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3236,                 7.3168,                 1.9599,               0.001288,               0.001288,               0.001288
                     91,                0.09496,                0.08989,                 0.7243,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.3236,                 7.2886,                 1.9684,               0.001189,               0.001189,               0.001189
                     92,                0.07802,                0.08276,                0.72189,                    0.1,                  3e-05,                0.05001,                0.04501,                 3.1939,                 7.3674,                 2.1016,                0.00109,                0.00109,                0.00109
                     93,                0.06735,                0.07628,                 0.7203,                    0.1,                  3e-05,                0.05001,                0.04501,                  3.081,                 7.4255,                 2.2502,               0.000991,               0.000991,               0.000991
                     94,                0.06426,                0.07031,                0.71989,                    0.1,                  3e-05,                0.05001,                0.04501,                 2.9404,                 7.5166,                 2.4438,               0.000892,               0.000892,               0.000892
                     95,                0.06234,                0.06496,                0.71973,                    0.1,                  3e-05,                0.05001,                0.04501,                 2.7742,                 7.6276,                 2.7495,               0.000793,               0.000793,               0.000793
                     96,                0.06121,                0.06307,                0.71958,                    0.1,                  3e-05,                0.05001,                0.04501,                 2.7214,                 7.6237,                 2.8119,               0.000694,               0.000694,               0.000694
                     97,                0.06026,                0.06192,                0.71946,                    0.1,                  3e-05,                0.05001,                0.04501,                 2.6735,                 7.6338,                 2.8985,               0.000595,               0.000595,               0.000595
