                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.07148,                0.09968,                0.76909,                0.96499,                0.95901,                  0.976,                0.79208,                0.78486,                0.59429,                 1.0071,               0.009274,               0.009274,               0.009274
                     14,                0.07279,                0.10177,                0.76909,                0.97116,                0.95928,                0.97607,                0.73361,                0.99263,                0.71491,                 1.1306,               0.009208,               0.009208,               0.009208
                     15,                0.07245,                0.10027,                0.76921,                0.97165,                0.97133,                0.98411,                0.77555,                0.90558,                0.64098,                 1.0793,               0.009142,               0.009142,               0.009142
                     16,                0.07229,                 0.0993,                0.76913,                 0.9785,                 0.9753,                0.98667,                0.77417,                0.91518,                0.63166,                 1.0842,               0.009076,               0.009076,               0.009076
                     17,                0.07146,                0.09732,                0.76913,                0.98173,                0.98131,                0.98997,                0.79694,                0.81122,                0.59325,                  1.014,                0.00901,                0.00901,                0.00901
                     18,                0.07041,                0.09603,                0.76881,                0.94508,                0.96193,                0.97581,                0.74115,                0.97411,                0.74166,                 1.1293,               0.008944,               0.008944,               0.008944
                     19,                0.06942,                0.09533,                0.76877,                0.98062,                0.97595,                0.98695,                0.78998,                0.85501,                0.59771,                 1.0207,               0.008878,               0.008878,               0.008878
                     20,                0.07033,                0.09592,                0.76904,                 0.9799,                0.97511,                0.98717,                 0.7979,                0.84628,                0.58927,                 1.0454,               0.008812,               0.008812,               0.008812
                     21,                0.07181,                0.09676,                0.76931,                0.96346,                0.97614,                0.98576,                0.76762,                0.92251,                0.63894,                 1.0726,               0.008746,               0.008746,               0.008746
                     22,                0.06886,                0.09367,                0.76877,                0.98481,                 0.9818,                0.99101,                0.79064,                 0.8458,                0.58268,                 1.0338,                0.00868,                0.00868,                0.00868
                     23,                0.06949,                0.09443,                0.76885,                0.97907,                0.97943,                0.98981,                0.79447,                0.85235,                0.61006,                 1.0462,               0.008614,               0.008614,               0.008614
                     24,                0.06842,                 0.0921,                 0.7688,                0.97507,                0.97227,                0.98513,                0.78113,                0.87135,                0.63787,                 1.0645,               0.008548,               0.008548,               0.008548
                     25,                0.06808,                 0.0925,                0.76851,                0.97628,                0.97467,                0.98715,                0.78087,                0.87095,                0.61853,                 1.0485,               0.008482,               0.008482,               0.008482
                     26,                0.06877,                0.09186,                 0.7688,                0.97143,                0.97523,                0.98708,                0.79434,                0.85921,                0.60783,                 1.0458,               0.008416,               0.008416,               0.008416
                     27,                0.06822,                 0.0908,                0.76855,                0.92777,                0.97185,                0.98549,                 0.7686,                0.93807,                0.70393,                 1.0753,                0.00835,                0.00835,                0.00835
                     28,                0.06778,                0.09284,                0.76855,                0.98054,                0.97085,                0.98542,                0.78193,                0.90659,                0.60877,                 1.0684,               0.008284,               0.008284,               0.008284
                     29,                 0.0679,                0.09074,                0.76884,                0.98199,                0.97956,                0.98966,                0.78523,                0.89104,                0.60753,                 1.0597,               0.008218,               0.008218,               0.008218
                     30,                0.06692,                0.09079,                 0.7684,                 0.9739,                0.97859,                0.98903,                0.77729,                0.91409,                0.63799,                 1.0693,               0.008152,               0.008152,               0.008152
                     31,                0.06725,                 0.0907,                 0.7685,                0.98362,                0.98471,                0.99161,                 0.7852,                0.88893,                0.59079,                 1.0412,               0.008086,               0.008086,               0.008086
                     32,                 0.0667,                0.08831,                0.76842,                0.98034,                0.97895,                0.98928,                 0.7883,                0.87406,                0.58592,                 1.0417,                0.00802,                0.00802,                0.00802
                     33,                 0.0667,                0.08932,                0.76842,                0.97624,                0.97568,                0.98779,                0.78778,                0.88775,                0.63931,                  1.057,               0.007954,               0.007954,               0.007954
                     34,                 0.0661,                0.08868,                0.76826,                0.97801,                0.97926,                0.98892,                0.78976,                0.88638,                0.60146,                  1.052,               0.007888,               0.007888,               0.007888
                     35,                0.06573,                0.08655,                 0.7683,                0.97635,                0.97987,                0.98898,                 0.7932,                0.87359,                0.60808,                 1.0374,               0.007822,               0.007822,               0.007822
                     36,                0.06701,                0.08912,                0.76842,                0.97623,                0.98203,                0.98894,                0.73502,                 1.0301,                0.72184,                 1.0943,               0.007756,               0.007756,               0.007756
                     37,                0.06595,                0.08693,                0.76822,                0.97864,                0.98496,                0.99033,                0.78229,                0.90469,                 0.6174,                 1.0437,                0.00769,                0.00769,                0.00769
                     38,                0.06575,                0.08787,                0.76823,                0.97935,                0.98456,                0.99013,                0.78898,                0.87853,                0.60005,                 1.0332,               0.007624,               0.007624,               0.007624
                     39,                0.06617,                0.08807,                0.76831,                0.97894,                0.98234,                0.98888,                0.78516,                 0.8907,                0.60228,                 1.0478,               0.007558,               0.007558,               0.007558
                     40,                0.06562,                0.08617,                0.76823,                0.98039,                0.98302,                0.98929,                0.79828,                0.82496,                0.61017,                 1.0005,               0.007492,               0.007492,               0.007492
                     41,                0.06531,                0.08754,                0.76821,                0.98047,                0.98418,                0.99036,                0.79784,                0.83042,                0.60827,                 1.0052,               0.007426,               0.007426,               0.007426
                     42,                0.06499,                0.08419,                0.76805,                0.98328,                0.98126,                0.98976,                0.79287,                0.84941,                0.60059,                  1.018,                0.00736,                0.00736,                0.00736
                     43,                0.06568,                0.08709,                0.76816,                0.98167,                0.98323,                0.98997,                0.78882,                0.86468,                0.60132,                  1.029,               0.007294,               0.007294,               0.007294
                     44,                0.06582,                0.08687,                0.76799,                0.98143,                0.98324,                0.99031,                0.77339,                0.89774,                0.64223,                 1.0398,               0.007228,               0.007228,               0.007228
                     45,                0.06486,                0.08495,                0.76811,                0.97918,                0.98371,                0.98994,                0.76176,                0.93285,                0.66881,                 1.0546,               0.007162,               0.007162,               0.007162
                     46,                0.06442,                0.08429,                  0.768,                0.97983,                0.98346,                0.98969,                 0.7628,                0.93367,                0.66476,                 1.0547,               0.007096,               0.007096,               0.007096
                     47,                 0.0647,                0.08553,                0.76805,                0.98013,                 0.9823,                0.98951,                0.76417,                0.92904,                0.66033,                 1.0516,                0.00703,                0.00703,                0.00703
                     48,                 0.0649,                0.08475,                0.76823,                0.97919,                 0.9816,                0.98908,                0.76265,                0.93271,                0.66503,                 1.0524,               0.006964,               0.006964,               0.006964
                     49,                0.06501,                 0.0857,                0.76807,                0.98062,                 0.9813,                0.98929,                0.75871,                0.94535,                0.67492,                  1.058,               0.006898,               0.006898,               0.006898
                     50,                0.06421,                0.08305,                0.76806,                0.98062,                  0.982,                0.98916,                0.75854,                0.94325,                0.67399,                 1.0571,               0.006832,               0.006832,               0.006832
                     51,                0.06539,                0.08535,                0.76824,                0.98011,                0.98193,                0.98894,                 0.7561,                0.95031,                0.67842,                 1.0596,               0.006766,               0.006766,               0.006766
                     52,                0.06428,                0.08414,                0.76796,                0.98071,                0.98087,                0.98881,                0.75657,                0.94997,                 0.6746,                 1.0593,                 0.0067,                 0.0067,                 0.0067
                     53,                0.06375,                0.08246,                0.76789,                 0.9809,                0.98121,                 0.9889,                0.75728,                0.94734,                0.66987,                 1.0568,               0.006634,               0.006634,               0.006634
                     54,                0.06429,                0.08385,                0.76795,                 0.9808,                0.98063,                0.98863,                0.75595,                0.95059,                0.67034,                 1.0567,               0.006568,               0.006568,               0.006568
                     55,                0.06386,                0.08294,                0.76784,                 0.9805,                0.98041,                0.98868,                0.75063,                0.96359,                0.68543,                 1.0602,               0.006502,               0.006502,               0.006502
                     56,                0.06454,                0.08384,                0.76804,                0.98018,                0.98077,                0.98871,                0.75004,                0.96479,                0.68555,                 1.0601,               0.006436,               0.006436,               0.006436
                     57,                 0.0632,                0.08183,                0.76774,                0.98041,                 0.9805,                0.98863,                0.74878,                0.96818,                0.68702,                 1.0604,                0.00637,                0.00637,                0.00637
                     58,                0.06376,                0.08281,                0.76789,                0.98023,                   0.98,                0.98834,                0.74822,                0.96811,                0.68585,                 1.0591,               0.006304,               0.006304,               0.006304
                     59,                0.06382,                0.08231,                0.76788,                0.97896,                0.98077,                0.98823,                0.74764,                0.96906,                0.68556,                 1.0581,               0.006238,               0.006238,               0.006238
